# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AC018816.3	ENSG00000235978	ENST00000441894	protein_coding	0	0	0	514	0	0	2	0	0	0	0	17	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
AC018816.3	ENSG00000235978	ENST00000449914	protein_coding	0	1	0	509	0	0	0	0	0	0	0	17	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26
AC018816.3	ENSG00000235978	ENST00000465436	processed_transcript	0	0	0	350	0	0	0	0	0	0	0	17	0	0	265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	67
AC018816.3	ENSG00000235978	ENST00000474544	processed_transcript	0	0	0	50	0	0	0	0	0	0	0	17	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
AC018816.3	ENSG00000235978	ENST00000478724	processed_transcript	0	0	0	55	0	0	0	0	0	0	0	17	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28
AC018816.3	ENSG00000235978	ENST00000489771	processed_transcript	0	1	0	153	0	0	0	0	0	0	0	17	0	0	98	0	3	0	0	0	0	0	1	0	0	0	0	0	0	36
AC018816.3	ENSG00000235978	ENST00000496600	processed_transcript	0	0	0	155	0	0	0	0	0	0	0	17	0	0	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37
AC018832.1	ENSG00000228351	ENST00000428171	lincRNA	0	1	0	297	0	0	0	0	0	0	0	34	0	0	229	0	3	0	0	0	0	0	1	0	0	0	0	0	0	32
AC020626.1	ENSG00000238672	ENST00000458993	miRNA	0	0	0	60	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
AC020636.1	ENSG00000222079	ENST00000410147	miRNA	0	0	0	51	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26
AC021654.1	ENSG00000264146	ENST00000579369	miRNA	0	0	0	30	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
AC021660.1	ENSG00000266233	ENST00000578668	miRNA	0	0	0	48	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
AC022007.5	ENSG00000206567	ENST00000383808	lincRNA	0	1	0	87	0	0	0	0	0	0	0	28	0	0	14	0	12	0	0	0	0	0	1	0	0	0	0	0	0	34
AC022007.5	ENSG00000206567	ENST00000420091	lincRNA	0	0	0	78	0	0	0	0	0	0	0	28	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	29
AC022007.5	ENSG00000206567	ENST00000426698	lincRNA	0	1	0	79	0	0	0	0	0	0	0	35	0	0	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	34
AC022007.5	ENSG00000206567	ENST00000429065	lincRNA	0	0	0	68	0	0	0	0	0	0	0	32	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34
AC022007.5	ENSG00000206567	ENST00000437616	lincRNA	0	0	0	85	0	0	0	0	0	0	0	35	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	34
AC022007.5	ENSG00000206567	ENST00000454232	lincRNA	0	0	0	85	0	0	0	0	0	0	0	35	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	33
AC022498.1	ENSG00000213132	ENST00000392468	protein_coding	0	2	0	67	9	0	3	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28
AC023481.1	ENSG00000231401	ENST00000435368	lincRNA	0	0	0	53	0	0	0	0	0	0	0	17	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	29
AC023593.1	ENSG00000221413	ENST00000408486	miRNA	0	0	0	39	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24
AC023798.1	ENSG00000221384	ENST00000408457	miRNA	0	0	0	84	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40
AC024149.1	ENSG00000264327	ENST00000581952	miRNA	0	0	0	45	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
AC024158.1	ENSG00000223036	ENST00000411104	miRNA	0	0	0	84	0	0	0	0	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	46
AC024162.2	ENSG00000223719	ENST00000454211	processed_pseudogene	0	0	0	107	0	0	0	0	0	0	0	57	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	39
AC024560.2	ENSG00000236833	ENST00000424493	lincRNA	0	0	0	64	0	0	0	0	0	0	0	10	0	0	18	0	6	0	0	0	0	0	0	0	0	0	0	0	0	30
AC024560.3	ENSG00000214135	ENST00000414207	processed_transcript	0	1	0	132	0	0	0	0	0	0	0	28	0	0	84	0	5	0	0	0	0	0	1	0	0	0	0	0	0	16
AC024560.3	ENSG00000214135	ENST00000418868	processed_transcript	0	1	0	118	0	0	0	0	0	0	0	28	0	0	68	0	7	0	0	0	0	0	1	0	0	0	0	0	0	16
AC024560.3	ENSG00000214135	ENST00000437008	processed_transcript	0	1	0	83	0	0	0	0	0	0	0	36	0	0	29	0	3	0	0	0	0	0	1	0	0	0	0	0	0	16
AC024560.3	ENSG00000214135	ENST00000440535	processed_transcript	0	0	0	118	0	0	0	0	0	0	0	27	0	0	72	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
AC024560.3	ENSG00000214135	ENST00000449003	retained_intron	0	1	0	114	0	0	0	0	0	0	0	32	0	0	57	0	10	0	0	0	0	0	1	0	0	0	0	0	0	16
AC024560.3	ENSG00000214135	ENST00000453454	processed_transcript	1	3	0	389	0	0	0	0	0	0	0	57	0	0	293	0	2	0	0	0	0	1	3	0	0	0	0	0	0	41
AC024560.3	ENSG00000214135	ENST00000454517	transcribed_unprocessed_pseudogene	0	1	0	83	0	0	0	0	0	0	0	36	0	0	28	0	4	0	0	0	0	0	1	0	0	0	0	0	0	16
AC024937.2	ENSG00000228413	ENST00000429793	processed_pseudogene	0	0	0	95	0	0	0	0	0	0	0	59	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
AC024937.4	ENSG00000231464	ENST00000411669	processed_pseudogene	0	0	0	88	0	0	0	0	0	0	0	50	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	21
AC024937.6	ENSG00000231443	ENST00000429866	processed_pseudogene	0	0	0	102	0	0	0	0	0	0	0	60	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	32
AC026166.1	ENSG00000265870	ENST00000583987	miRNA	0	0	0	52	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
AC026166.2	ENSG00000233026	ENST00000433573	processed_pseudogene	0	0	0	40	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
AC026167.1	ENSG00000226022	ENST00000435651	lincRNA	0	0	0	1920	0	0	0	0	0	0	0	35	0	0	1841	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42
AC026185.1	ENSG00000235240	ENST00000445748	processed_pseudogene	0	0	0	87	0	0	0	0	0	0	0	33	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	50
AC026188.1	ENSG00000223727	ENST00000420000	lincRNA	0	1	0	2800	0	0	0	0	0	0	0	46	0	0	2705	0	4	0	0	0	0	0	1	0	0	0	0	0	0	46
AC026188.1	ENSG00000223727	ENST00000451031	lincRNA	0	2	0	1776	0	0	0	0	0	0	0	49	0	0	1680	0	1	0	0	0	0	0	2	0	0	0	0	0	0	48
AC026188.1	ENSG00000223727	ENST00000455703	lincRNA	0	2	0	1362	0	0	0	0	0	0	0	36	0	0	1274	0	6	0	0	0	0	0	2	0	0	0	0	0	0	48
AC026202.1	ENSG00000268509	ENST00000600805	protein_coding	0	1	1	57	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	31
AC026202.3	ENSG00000233912	ENST00000439325	antisense	0	0	0	181	0	0	0	0	0	0	0	41	0	0	105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34
AC026202.5	ENSG00000230944	ENST00000443087	lincRNA	0	0	0	84	0	0	0	0	0	0	0	31	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	49
AC026214.2	ENSG00000232563	ENST00000449338	processed_pseudogene	0	0	0	62	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	44
AC026318.1	ENSG00000266457	ENST00000577585	miRNA	0	1	0	29	0	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	12
AC026320.1	ENSG00000216020	ENST00000401201	miRNA	0	0	0	120	0	0	0	0	0	0	0	61	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	57
AC026877.1	ENSG00000212104	ENST00000390815	miRNA	0	0	0	59	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
AC026882.1	ENSG00000230398	ENST00000419438	processed_pseudogene	0	0	0	65	0	0	0	0	0	0	0	34	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	25
AC027119.1	ENSG00000229642	ENST00000425894	lincRNA	1	0	0	1262	0	0	0	0	0	0	0	41	0	0	1166	0	4	0	0	0	0	1	0	0	0	0	0	0	0	52
AC027124.2	ENSG00000223398	ENST00000440852	processed_pseudogene	0	0	0	66	0	0	0	0	0	0	0	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
AC027124.3	ENSG00000238138	ENST00000428249	processed_pseudogene	0	0	0	65	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
AC034187.1	ENSG00000264097	ENST00000579448	miRNA	0	0	0	48	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
AC034187.2	ENSG00000224884	ENST00000437047	lincRNA	0	1	0	213	0	0	0	0	0	0	0	37	0	0	138	0	3	0	0	0	0	0	1	0	0	0	0	0	0	36
AC034187.3	ENSG00000265169	ENST00000583533	miRNA	0	0	0	58	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
AC034187.4	ENSG00000265330	ENST00000584921	miRNA	0	0	0	45	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
AC034187.5	ENSG00000266275	ENST00000583001	miRNA	0	0	0	49	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
AC034198.7	ENSG00000250939	ENST00000502828	transcribed_unprocessed_pseudogene	0	0	0	42	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22
AC046143.1	ENSG00000221718	ENST00000408791	miRNA	0	0	0	89	0	0	0	0	0	0	0	45	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42
AC046143.2	ENSG00000266447	ENST00000582474	miRNA	0	0	0	61	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
AC046143.3	ENSG00000229334	ENST00000447139	antisense	0	0	0	142	0	0	0	0	0	0	0	14	0	0	100	0	5	0	0	0	0	0	0	0	0	0	0	0	0	23
AC046143.6	ENSG00000232873	ENST00000440847	processed_pseudogene	0	0	0	73	0	0	0	0	0	0	0	26	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43
AC048346.1	ENSG00000216184	ENST00000401365	miRNA	0	0	0	39	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
AC055723.1	ENSG00000263810	ENST00000584795	miRNA	0	0	0	55	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
AC055764.1	ENSG00000234136	ENST00000454526	antisense	0	0	0	41	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15
AC063932.1	ENSG00000264114	ENST00000579504	miRNA	0	0	0	39	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19
AC063944.1	ENSG00000220989	ENST00000408062	miRNA	0	0	0	58	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
AC067718.1	ENSG00000252733	ENST00000516924	miRNA	0	0	0	161	0	0	0	0	0	0	0	95	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	62
AC068754.1	ENSG00000221474	ENST00000408547	miRNA	0	0	0	45	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
AC069067.1	ENSG00000222833	ENST00000410901	miRNA	0	0	0	48	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
AC069213.1	ENSG00000224769	ENST00000457750	unprocessed_pseudogene	0	0	0	107	0	0	0	0	0	0	0	10	0	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	53
AC069213.4	ENSG00000227433	ENST00000434369	processed_pseudogene	0	0	0	52	0	0	0	0	0	0	0	34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
AC069243.1	ENSG00000266363	ENST00000584981	miRNA	0	0	0	69	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
AC069257.6	ENSG00000237418	ENST00000441819	processed_pseudogene	0	0	0	44	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
AC069257.8	ENSG00000228028	ENST00000425275	antisense	0	0	0	61	0	0	0	0	0	0	0	30	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	26
AC069257.8	ENSG00000228028	ENST00000608995	antisense	0	0	0	61	0	0	0	0	0	0	0	31	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
AC069276.1	ENSG00000266293	ENST00000584638	miRNA	0	0	0	82	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
AC069277.2	ENSG00000189229	ENST00000342990	lincRNA	0	0	0	1385	0	0	0	0	0	0	0	54	0	0	1294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36
AC069277.2	ENSG00000189229	ENST00000414438	lincRNA	0	0	0	711	0	0	0	0	0	0	0	49	0	0	608	0	13	0	0	0	0	0	0	0	0	0	0	0	0	41
AC069277.2	ENSG00000189229	ENST00000414603	lincRNA	0	0	0	530	0	0	0	0	0	0	0	27	0	0	453	0	8	0	0	0	0	0	0	0	0	0	0	0	0	42
AC069277.2	ENSG00000189229	ENST00000432743	lincRNA	0	0	0	133	0	0	0	0	0	0	0	47	0	0	30	0	6	0	0	0	0	0	0	0	0	0	0	0	0	50
AC069277.2	ENSG00000189229	ENST00000433639	lincRNA	0	0	0	1914	0	0	0	0	0	0	0	34	0	0	1833	0	11	0	0	0	0	0	0	0	0	0	0	0	0	36
AC069513.4	ENSG00000229178	ENST00000423600	lincRNA	0	0	0	52	0	0	0	0	0	0	0	20	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	14
AC072031.1	ENSG00000263678	ENST00000581491	miRNA	0	0	0	84	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
AC073135.3	ENSG00000232783	ENST00000411596	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	31	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36
AC073135.3	ENSG00000232783	ENST00000419104	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	29	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	36
AC073135.3	ENSG00000232783	ENST00000422555	retained_intron	0	0	0	70	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36
AC073135.3	ENSG00000232783	ENST00000453982	transcribed_unprocessed_pseudogene	0	0	0	74	0	0	0	0	0	0	0	31	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	36
AC073135.4	ENSG00000236246	ENST00000451150	processed_pseudogene	0	0	0	23	0	0	0	0	0	0	0	10	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
AC078785.1	ENSG00000238593	ENST00000458853	miRNA	0	0	0	52	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
AC078794.1	ENSG00000221211	ENST00000408284	miRNA	0	0	0	72	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
AC078816.1	ENSG00000266798	ENST00000516356	miRNA	0	0	0	35	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
AC078828.1	ENSG00000266030	ENST00000581307	miRNA	0	0	0	67	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
AC078855.1	ENSG00000221724	ENST00000408797	miRNA	0	0	0	57	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29
AC080008.1	ENSG00000263775	ENST00000584173	miRNA	0	0	0	55	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27
AC083799.1	ENSG00000203644	ENST00000366451	pseudogene	0	0	0	33	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
AC083822.2	ENSG00000226345	ENST00000438001	processed_pseudogene	0	0	0	39	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
AC083855.5	ENSG00000226621	ENST00000440041	processed_pseudogene	0	0	0	27	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
AC083906.1	ENSG00000263767	ENST00000578720	miRNA	0	0	0	66	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
AC083906.2	ENSG00000266849	ENST00000578837	miRNA	0	0	0	67	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
AC083908.1	ENSG00000265235	ENST00000579778	miRNA	0	0	0	31	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
AC087430.1	ENSG00000235158	ENST00000451707	lincRNA	0	0	0	85	0	0	0	0	0	0	0	33	0	0	6	0	18	0	0	0	0	0	0	0	0	0	0	0	0	28
AC087431.1	ENSG00000238075	ENST00000432681	processed_pseudogene	0	0	0	78	0	0	0	0	0	0	0	23	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	50
AC090018.1	ENSG00000236425	ENST00000420238	processed_pseudogene	0	0	0	58	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	28
AC090043.1	ENSG00000184423	ENST00000423801	processed_pseudogene	0	0	0	125	0	0	0	0	0	0	0	52	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	65
AC090044.1	ENSG00000224957	ENST00000420823	lincRNA	0	0	0	1991	0	0	0	0	0	0	0	63	0	0	1860	0	31	0	0	0	0	0	0	0	0	0	0	0	0	37
AC090044.1	ENSG00000224957	ENST00000442809	lincRNA	0	0	0	1940	0	0	0	0	0	0	0	41	0	0	1861	0	2	0	0	0	0	0	0	0	0	0	0	0	0	36
AC090044.2	ENSG00000224239	ENST00000423193	lincRNA	0	0	0	77	0	0	0	0	0	0	0	29	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	44
AC090425.1	ENSG00000213165	ENST00000392655	pseudogene	0	0	0	44	0	0	0	0	0	0	0	21	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	14
AC090505.1	ENSG00000238031	ENST00000427064	lincRNA	0	0	0	115	0	0	0	0	0	0	0	32	0	0	48	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30
AC090505.4	ENSG00000230401	ENST00000422271	lincRNA	0	0	0	64	0	0	0	0	0	0	0	25	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
AC090505.5	ENSG00000234805	ENST00000430515	processed_pseudogene	0	0	0	75	0	0	0	0	0	0	0	27	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	35
AC090505.6	ENSG00000237222	ENST00000415410	lincRNA	0	0	0	46	0	0	0	0	0	0	0	24	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
AC090505.6	ENSG00000237222	ENST00000423318	lincRNA	0	0	0	459	0	0	0	0	0	0	0	23	0	0	377	0	23	0	0	0	0	0	0	0	0	0	0	0	0	36
AC090505.6	ENSG00000237222	ENST00000454508	lincRNA	0	0	0	68	0	0	0	0	0	0	0	24	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	39
AC090505.6	ENSG00000237222	ENST00000455796	lincRNA	0	0	0	88	0	0	0	0	0	0	0	24	0	0	45	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
AC090644.1	ENSG00000252976	ENST00000517167	miRNA	0	0	0	33	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
AC090841.1	ENSG00000239167	ENST00000459448	miRNA	0	0	0	79	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
AC090939.1	ENSG00000244030	ENST00000414047	processed_transcript	0	0	0	74	0	0	0	0	0	0	0	21	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37
AC090945.1	ENSG00000224728	ENST00000413639	processed_pseudogene	0	0	0	55	0	0	0	0	0	0	0	21	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	26
AC090952.5	ENSG00000235629	ENST00000424242	antisense	0	0	0	74	0	0	0	0	0	0	0	36	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
AC090953.1	ENSG00000255701	ENST00000536436	pseudogene	0	0	0	79	0	0	0	0	0	0	0	32	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	43
AC090954.1	ENSG00000221424	ENST00000408497	miRNA	0	0	0	59	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
AC090954.5	ENSG00000228874	ENST00000445502	processed_pseudogene	0	0	0	56	0	0	0	0	0	0	0	28	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	24
AC090955.5	ENSG00000237566	ENST00000458338	processed_pseudogene	0	0	0	59	0	0	0	0	0	0	0	36	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20
AC090957.2	ENSG00000230172	ENST00000422657	antisense	0	0	0	64	0	0	0	0	0	0	0	27	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	24
AC090958.5	ENSG00000251038	ENST00000511122	unprocessed_pseudogene	0	0	0	121	0	0	0	0	0	0	0	39	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	75
AC090960.1	ENSG00000231780	ENST00000421072	processed_pseudogene	0	0	0	44	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
AC091069.1	ENSG00000232958	ENST00000440877	unprocessed_pseudogene	0	0	0	87	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
AC091492.2	ENSG00000225026	ENST00000419844	processed_pseudogene	0	0	0	51	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
AC091493.1	ENSG00000224039	ENST00000419017	unprocessed_pseudogene	0	0	0	64	0	0	0	0	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	24
AC091493.2	ENSG00000229271	ENST00000426218	lincRNA	0	0	0	124	0	0	0	0	0	0	0	38	0	0	52	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33
AC091633.2	ENSG00000236844	ENST00000454858	processed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
AC091633.3	ENSG00000223711	ENST00000415451	antisense	0	0	0	65	0	0	0	0	0	0	0	27	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	31
AC091633.3	ENSG00000223711	ENST00000417011	antisense	0	2	0	79	0	0	0	0	0	0	0	26	0	0	16	0	6	0	0	0	0	0	2	0	0	0	0	0	0	33
AC091633.3	ENSG00000223711	ENST00000426109	antisense	0	0	0	75	0	0	0	0	0	0	0	30	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
AC092038.1	ENSG00000221506	ENST00000408579	miRNA	0	0	0	75	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
AC092038.2	ENSG00000265645	ENST00000581880	miRNA	0	0	0	59	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24
AC092048.1	ENSG00000239181	ENST00000459012	miRNA	0	0	0	59	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33
AC092415.1	ENSG00000235493	ENST00000356047	lincRNA	0	0	0	253	0	0	0	0	0	0	0	40	0	0	181	0	4	0	0	0	0	0	0	0	0	0	0	0	0	28
AC092415.1	ENSG00000235493	ENST00000437506	lincRNA	0	0	0	252	0	0	0	0	0	0	0	42	0	0	180	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28
AC092421.1	ENSG00000234723	ENST00000448148	unprocessed_pseudogene	0	0	0	97	0	0	0	0	0	0	0	35	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	56
AC092796.1	ENSG00000227795	ENST00000427694	processed_pseudogene	0	0	0	69	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	39
AC092798.1	ENSG00000263385	ENST00000577400	miRNA	0	0	0	47	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
AC092798.2	ENSG00000213872	ENST00000458542	processed_pseudogene	0	0	0	38	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
AC092902.1	ENSG00000221681	ENST00000408754	miRNA	0	0	0	108	0	0	0	0	0	0	0	43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	63
